order_id,customer_id,order_date,product_id,unit_price,quantity,total_price
564,20,2022-01-28,5,483,3,1449
565,16,2021-06-27,21,618,3,1854
566,16,2021-07-11,10,372,8,2976
567,20,2021-01-10,2,546,3,1638
568,7,2022-06-02,13,718,8,5744
569,14,2022-03-02,22,777,8,6216
570,16,2022-08-02,6,81,4,324
571,10,2021-08-19,2,600,5,3000
572,6,2022-08-03,25,810,8,6480
573,18,2022-08-10,17,166,5,830
574,25,2022-07-10,18,892,1,892
575,25,2022-07-14,24,273,7,1911
576,4,2021-11-01,24,945,1,945
577,15,2021-03-31,9,499,2,998
578,25,2022-08-26,8,755,6,4530
579,23,2021-06-19,20,680,3,2040
580,7,2022-08-07,7,409,9,3681
581,9,2021-06-22,20,381,5,1905
582,10,2022-06-11,19,971,2,1942
583,5,2021-03-02,25,333,3,999
584,23,2021-05-30,5,778,6,4668
585,8,2022-05-17,25,195,10,1950
586,21,2022-01-20,9,512,2,1024
587,21,2022-02-17,25,577,5,2885
588,23,2022-05-15,12,385,10,3850
589,1,2022-04-15,25,700,6,4200
590,3,2021-08-12,18,489,4,1956
591,16,2021-10-18,9,395,9,3555
592,19,2022-05-12,5,857,6,5142
593,22,2021-02-17,25,151,8,1208
594,1,2022-03-28,4,517,1,517
595,14,2021-11-06,7,212,5,1060
596,3,2021-09-14,21,134,6,804
597,22,2021-02-23,21,455,5,2275
598,24,2022-03-16,23,721,2,1442
599,23,2021-08-07,4,538,2,1076
600,5,2022-06-16,19,746,8,5968
601,1,2021-05-04,1,930,7,6510
602,23,2021-03-14,5,284,7,1988
603,3,2021-04-16,24,370,6,2220
604,10,2021-05-17,5,706,3,2118
605,3,2021-01-09,17,674,3,2022
606,15,2021-06-05,12,991,7,6937
607,20,2021-08-11,22,138,2,276
608,5,2022-08-27,25,797,7,5579
609,12,2021-05-24,14,303,5,1515
610,21,2022-07-21,3,665,10,6650
611,24,2021-01-28,20,918,5,4590
612,7,2021-07-13,17,815,7,5705
613,10,2021-09-03,21,556,7,3892
614,4,2022-09-01,8,122,9,1098
615,1,2021-05-16,12,446,10,4460
616,14,2021-06-26,12,831,8,6648
617,25,2022-08-25,3,119,1,119
618,9,2021-03-03,7,858,7,6006
619,17,2022-03-02,10,483,7,3381
620,3,2022-07-05,21,680,3,2040
621,9,2021-03-22,3,573,4,2292
622,5,2022-02-05,18,650,2,1300
623,10,2021-09-02,23,109,4,436
624,3,2022-04-10,14,676,10,6760
625,2,2021-05-03,10,62,3,186
626,23,2022-05-24,1,405,9,3645
627,17,2021-06-20,24,430,3,1290
628,24,2021-05-01,25,839,1,839
629,11,2022-06-21,14,115,5,575
630,23,2022-05-24,19,516,9,4644
631,12,2022-08-04,2,220,6,1320
632,6,2022-08-11,9,740,2,1480
633,8,2021-01-03,24,95,1,95
634,8,2022-01-08,2,442,3,1326
635,6,2022-03-06,2,279,6,1674
636,8,2021-10-05,14,895,2,1790
637,19,2022-05-30,12,739,1,739
638,6,2021-02-17,8,460,2,920
639,15,2021-12-02,10,138,9,1242
640,15,2021-07-25,1,348,10,3480
641,10,2022-04-21,24,427,10,4270
642,16,2022-07-14,25,828,4,3312
643,5,2021-01-25,1,288,9,2592
644,12,2021-12-10,21,51,7,357
645,24,2021-04-17,24,260,9,2340
646,8,2021-03-03,14,195,5,975
647,3,2022-06-17,2,472,6,2832
648,15,2022-08-18,24,147,9,1323
649,5,2021-03-18,21,656,10,6560
650,2,2021-08-31,14,348,5,1740
651,11,2021-11-22,13,513,5,2565
652,8,2021-05-20,3,848,10,8480
653,4,2021-06-18,5,510,8,4080
654,11,2022-07-03,14,416,4,1664
655,15,2021-09-29,10,922,2,1844
656,3,2021-02-11,6,270,6,1620
657,5,2021-12-31,3,455,9,4095
658,2,2021-09-24,22,889,3,2667
659,1,2022-07-24,13,816,9,7344
660,8,2021-04-15,4,873,3,2619
661,4,2021-08-16,1,183,4,732
662,13,2022-08-20,12,650,5,3250
663,3,2021-07-22,1,974,8,7792
664,5,2021-05-06,3,93,8,744
665,2,2022-03-20,6,891,7,6237
666,16,2022-03-13,1,226,6,1356
667,7,2021-10-14,6,506,3,1518
668,2,2021-10-30,20,560,7,3920
669,18,2021-03-31,16,336,7,2352
670,5,2022-06-23,14,305,9,2745
671,1,2022-05-07,13,607,8,4856
672,12,2021-11-26,19,447,5,2235
673,6,2022-09-04,1,274,1,274
674,25,2022-04-29,9,592,6,3552
675,25,2021-06-13,19,152,4,608
676,22,2022-07-01,8,885,1,885
677,25,2022-02-02,8,413,3,1239
678,6,2021-11-22,8,875,6,5250
679,19,2022-08-05,1,627,3,1881
680,19,2022-07-10,7,366,3,1098
681,16,2021-02-27,2,288,10,2880
682,8,2022-05-05,1,50,6,300
683,20,2021-12-15,7,784,3,2352
684,11,2021-06-01,2,650,3,1950
685,25,2022-01-09,4,124,6,744
686,23,2022-08-24,22,153,6,918
687,10,2021-06-11,11,799,7,5593
688,21,2021-06-28,16,774,9,6966
689,23,2021-08-17,20,731,10,7310
690,6,2021-10-29,13,180,3,540
691,24,2022-02-05,1,921,10,9210
692,2,2021-08-15,6,704,10,7040
693,4,2021-12-06,16,813,2,1626
694,8,2021-06-21,12,701,2,1402
695,23,2022-04-03,22,61,5,305
696,7,2021-12-25,8,312,2,624
697,24,2022-01-31,1,498,7,3486
698,6,2022-01-23,14,409,9,3681
699,13,2022-08-15,4,716,4,2864
700,6,2021-02-04,15,351,1,351
701,11,2021-03-17,9,400,3,1200
702,13,2022-07-15,6,969,2,1938
703,11,2021-02-01,20,491,3,1473
704,20,2021-02-24,14,153,6,918
705,7,2022-07-22,7,789,9,7101
